event_id,event_name,venue,event_type,event_category,sport_or_category,date,start_time,end_time,start,end,attendance,attendance_source,source,competition,round,home_team,away_team,home_score,away_score,result,year,month,day,day_of_week,start_hour,end_hour,is_weekend,source_url,notes
1,Rugby League: Sydney v South Sydney,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2013-03-07,,,,,,,Rugby League Project,National Youth Competition 2013,Round 1,Sydney,South Sydney,26.0,24.0,Sydney 26 - 24 South Sydney,2013,3,7,Thursday,,,0,https://www.rugbyleagueproject.org/matches/118203,Rugby League Project venue row; listed venue = Allianz Stadium
2,Rugby League: Sydney v Brisbane,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2013-03-23,,,,,,,Rugby League Project,National Youth Competition 2013,Round 3,Sydney,Brisbane,22.0,40.0,Sydney 22 - 40 Brisbane,2013,3,23,Saturday,,,1,https://www.rugbyleagueproject.org/matches/118222,Rugby League Project venue row; listed venue = Allianz Stadium
3,Rugby League: Sydney v Parramatta,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2013-04-01,,,,,,,Rugby League Project,National Youth Competition 2013,Round 4,Sydney,Parramatta,22.0,20.0,Sydney 22 - 20 Parramatta,2013,4,1,Monday,,,0,https://www.rugbyleagueproject.org/matches/118234,Rugby League Project venue row; listed venue = Allianz Stadium
4,Rugby League: Sydney v Canterbury,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2013-04-12,,,,,,,Rugby League Project,National Youth Competition 2013,Round 6,Sydney,Canterbury,34.0,30.0,Sydney 34 - 30 Canterbury,2013,4,12,Friday,,,0,https://www.rugbyleagueproject.org/matches/118244,Rugby League Project venue row; listed venue = Allianz Stadium
5,Rugby League: Sydney v St Geo Illa,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2013-04-25,,,,,,,Rugby League Project,National Youth Competition 2013,Round 7,Sydney,St Geo Illa,54.0,10.0,Sydney 54 - 10 St Geo Illa,2013,4,25,Thursday,,,0,https://www.rugbyleagueproject.org/matches/118251,Rugby League Project venue row; listed venue = Allianz Stadium
6,Rugby League: Sydney v Penrith,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2013-05-05,,,,,,,Rugby League Project,National Youth Competition 2013,Round 8,Sydney,Penrith,32.0,16.0,Sydney 32 - 16 Penrith,2013,5,5,Sunday,,,1,https://www.rugbyleagueproject.org/matches/118265,Rugby League Project venue row; listed venue = Allianz Stadium
7,Rugby League: Wests Tigers v Cronulla,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2013-05-10,,,,,,,Rugby League Project,National Youth Competition 2013,Round 9,Wests Tigers,Cronulla,38.0,18.0,Wests Tigers 38 - 18 Cronulla,2013,5,10,Friday,,,0,https://www.rugbyleagueproject.org/matches/118268,Rugby League Project venue row; listed venue = Allianz Stadium
8,Rugby League: Sydney v Melbourne,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2013-05-25,,,,,,,Rugby League Project,National Youth Competition 2013,Round 11,Sydney,Melbourne,32.0,10.0,Sydney 32 - 10 Melbourne,2013,5,25,Saturday,,,1,https://www.rugbyleagueproject.org/matches/118286,Rugby League Project venue row; listed venue = Allianz Stadium
9,Rugby League: Sydney v Warriors,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2013-06-16,,,,,,,Rugby League Project,National Youth Competition 2013,Round 14,Sydney,Warriors,31.0,26.0,Sydney 31 - 26 Warriors,2013,6,16,Sunday,,,1,https://www.rugbyleagueproject.org/matches/118308,Rugby League Project venue row; listed venue = Allianz Stadium
10,Rugby League: Sydney v Manly,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2013-07-01,,,,,,,Rugby League Project,National Youth Competition 2013,Round 16,Sydney,Manly,34.0,6.0,Sydney 34 - 6 Manly,2013,7,1,Monday,,,0,https://www.rugbyleagueproject.org/matches/118320,Rugby League Project venue row; listed venue = Allianz Stadium
11,Rugby League: Sydney v Cronulla,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2013-07-20,,,,,,,Rugby League Project,National Youth Competition 2013,Round 19,Sydney,Cronulla,24.0,26.0,Sydney 24 - 26 Cronulla,2013,7,20,Saturday,,,1,https://www.rugbyleagueproject.org/matches/118335,Rugby League Project venue row; listed venue = Allianz Stadium
12,Rugby League: Sydney v Canberra,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2013-08-10,,,,,,,Rugby League Project,National Youth Competition 2013,Round 22,Sydney,Canberra,32.0,38.0,Sydney 32 - 38 Canberra,2013,8,10,Saturday,,,1,https://www.rugbyleagueproject.org/matches/118357,Rugby League Project venue row; listed venue = Allianz Stadium
13,Rugby League: Wests Tigers v Sydney,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2013-08-19,,,,,,,Rugby League Project,National Youth Competition 2013,Round 23,Wests Tigers,Sydney,32.0,18.0,Wests Tigers 32 - 18 Sydney,2013,8,19,Monday,,,0,https://www.rugbyleagueproject.org/matches/118370,Rugby League Project venue row; listed venue = Allianz Stadium
14,Rugby League: Wests Tigers v South Sydney,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2013-08-30,,,,,,,Rugby League Project,National Youth Competition 2013,Round 25,Wests Tigers,South Sydney,12.0,16.0,Wests Tigers 12 - 16 South Sydney,2013,8,30,Friday,,,0,https://www.rugbyleagueproject.org/matches/118380,Rugby League Project venue row; listed venue = Allianz Stadium
15,Rugby League: Sydney v Gold Coast,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2013-09-01,,,,,,,Rugby League Project,National Youth Competition 2013,Round 25,Sydney,Gold Coast,34.0,20.0,Sydney 34 - 20 Gold Coast,2013,9,1,Sunday,,,1,https://www.rugbyleagueproject.org/matches/118385,Rugby League Project venue row; listed venue = Allianz Stadium
16,Rugby League: Cronulla v North Qld,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2013-09-14,,,,,32747.0,reported_crowd,Rugby League Project,NRL Premiership 2013,Qualif Final,Cronulla,North Qld,20.0,18.0,Cronulla 20 - 18 North Qld,2013,9,14,Saturday,,,1,https://www.rugbyleagueproject.org/matches/28968,Rugby League Project venue row; listed venue = Allianz Stadium
17,Rugby League: Penrith v Sydney,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2013-09-14,,,,,,,Rugby League Project,National Youth Competition 2013,Quarter Final,Penrith,Sydney,48.0,22.0,Penrith 48 - 22 Sydney,2013,9,14,Saturday,,,1,https://www.rugbyleagueproject.org/matches/118396,Rugby League Project venue row; listed venue = Allianz Stadium
18,Rugby League: Sydney v Manly,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2013-09-14,,,,,32747.0,reported_crowd,Rugby League Project,NRL Premiership 2013,Qualif Final,Sydney,Manly,4.0,0.0,Sydney 4 - 0 Manly,2013,9,14,Saturday,,,1,https://www.rugbyleagueproject.org/matches/28967,Rugby League Project venue row; listed venue = Allianz Stadium
19,Rugby League: Canberra v Wests Tigers,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2013-09-20,,,,,,,Rugby League Project,National Youth Competition 2013,Semi Final,Canberra,Wests Tigers,36.0,16.0,Canberra 36 - 16 Wests Tigers,2013,9,20,Friday,,,0,https://www.rugbyleagueproject.org/matches/118399,Rugby League Project venue row; listed venue = Allianz Stadium
20,Rugby League: Manly v Cronulla,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2013-09-20,,,,,23837.0,reported_crowd,Rugby League Project,NRL Premiership 2013,Semi Final,Manly,Cronulla,24.0,18.0,Manly 24 - 18 Cronulla,2013,9,20,Friday,,,0,https://www.rugbyleagueproject.org/matches/28970,Rugby League Project venue row; listed venue = Allianz Stadium
21,Rugby League: Sydney v Warriors,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2013-09-20,,,,,,,Rugby League Project,National Youth Competition 2013,Semi Final,Sydney,Warriors,6.0,58.0,Sydney 6 - 58 Warriors,2013,9,20,Friday,,,0,https://www.rugbyleagueproject.org/matches/118400,Rugby League Project venue row; listed venue = Allianz Stadium
22,Rugby League: Penrith v Canberra,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2013-09-28,,,,,,,Rugby League Project,National Youth Competition 2013,Prelim Final,Penrith,Canberra,36.0,20.0,Penrith 36 - 20 Canberra,2013,9,28,Saturday,,,1,https://www.rugbyleagueproject.org/matches/118402,Rugby League Project venue row; listed venue = Allianz Stadium
23,Rugby League: Sydney v Newcastle,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2013-09-28,,,,,37752.0,reported_crowd,Rugby League Project,NRL Premiership 2013,Prelim Final,Sydney,Newcastle,40.0,14.0,Sydney 40 - 14 Newcastle,2013,9,28,Saturday,,,1,https://www.rugbyleagueproject.org/matches/28984,Rugby League Project venue row; listed venue = Allianz Stadium
24,Guy Sebastian,Sydney Football Stadium / Allianz Stadium,concert,concert,concert/performance,2013-12-04,,,,,,,setlist.fm,,,,,,,,2013,12,4,Wednesday,,,0,https://www.setlist.fm/venue/allianz-stadium-sydney-australia-6bd4f23e.html?page=3,setlist.fm venue listing; attendance usually unavailable
25,Neon Trees,Sydney Football Stadium / Allianz Stadium,concert,concert,concert/performance,2013-12-04,,,,,,,setlist.fm,,,,,,,,2013,12,4,Wednesday,,,0,https://www.setlist.fm/venue/allianz-stadium-sydney-australia-6bd4f23e.html?page=3,setlist.fm venue listing; attendance usually unavailable
26,Taylor Swift,Sydney Football Stadium / Allianz Stadium,concert,concert,concert/performance,2013-12-04,,,,,,,setlist.fm,,,,,,,,2013,12,4,Wednesday,,,0,https://www.setlist.fm/venue/allianz-stadium-sydney-australia-6bd4f23e.html?page=3,setlist.fm venue listing; attendance usually unavailable
27,Rugby League: Sydney v Wigan,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-02-22,,,,,31515.0,reported_crowd,Rugby League Project,World Club Challenge 2014,Game 1,Sydney,Wigan,36.0,14.0,Sydney 36 - 14 Wigan,2014,2,22,Saturday,,,1,https://www.rugbyleagueproject.org/matches/29007,Rugby League Project venue row; listed venue = Allianz Stadium
28,Rugby League: Sydney v Parramatta,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-03-15,,,,,,,Rugby League Project,National Youth Competition 2014,Round 2,Sydney,Parramatta,24.0,16.0,Sydney 24 - 16 Parramatta,2014,3,15,Saturday,,,1,https://www.rugbyleagueproject.org/matches/118416,Rugby League Project venue row; listed venue = Allianz Stadium
29,Rugby League: Sydney v Manly,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-03-28,,,,,14902.0,reported_crowd,Rugby League Project,NRL Premiership 2014,Round 4,Sydney,Manly,0.0,8.0,Sydney 0 - 8 Manly,2014,3,28,Friday,,,0,https://www.rugbyleagueproject.org/matches/29366,Rugby League Project venue row; listed venue = Allianz Stadium
30,Rugby League: Sydney v Canterbury,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-04-04,,,,,,,Rugby League Project,National Youth Competition 2014,Round 5,Sydney,Canterbury,44.0,12.0,Sydney 44 - 12 Canterbury,2014,4,4,Friday,,,0,https://www.rugbyleagueproject.org/matches/118436,Rugby League Project venue row; listed venue = Allianz Stadium
31,Rugby League: St Geo Illa v Sydney,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-04-25,,,,,,,Rugby League Project,National Youth Competition 2014,Round 8,St Geo Illa,Sydney,24.0,22.0,St Geo Illa 24 - 22 Sydney,2014,4,25,Friday,,,0,https://www.rugbyleagueproject.org/matches/118460,Rugby League Project venue row; listed venue = Allianz Stadium
32,Rugby League: Australia v New Zealand,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-05-02,,,,,25459.0,reported_crowd,Rugby League Project,Anzac Test Match 2014,Game 1,Australia,New Zealand,30.0,18.0,Australia 30 - 18 New Zealand,2014,5,2,Friday,,,0,https://www.rugbyleagueproject.org/matches/29001,Rugby League Project venue row; listed venue = Allianz Stadium
33,Rugby League: Sydney v Wests Tigers,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-05-09,,,,,,,Rugby League Project,National Youth Competition 2014,Round 9,Sydney,Wests Tigers,18.0,22.0,Sydney 18 - 22 Wests Tigers,2014,5,9,Friday,,,0,https://www.rugbyleagueproject.org/matches/118468,Rugby League Project venue row; listed venue = Allianz Stadium
34,Rugby League: Newtown v Mount Pritchard,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-05-31,,,,,,,Rugby League Project,NSW Cup 2014,Round 12,Newtown,Mount Pritchard,36.0,18.0,Newtown 36 - 18 Mount Pritchard,2014,5,31,Saturday,,,1,https://www.rugbyleagueproject.org/matches/63157,Rugby League Project venue row; listed venue = Allianz Stadium
35,Rugby League: Sydney v Canberra,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-05-31,,,,,,,Rugby League Project,National Youth Competition 2014,Round 12,Sydney,Canberra,30.0,29.0,Sydney 30 - 29 Canberra,2014,5,31,Saturday,,,1,https://www.rugbyleagueproject.org/matches/118490,Rugby League Project venue row; listed venue = Allianz Stadium
36,Rugby League: Sydney v Newcastle,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-06-14,,,,,,,Rugby League Project,National Youth Competition 2014,Round 14,Sydney,Newcastle,24.0,28.0,Sydney 24 - 28 Newcastle,2014,6,14,Saturday,,,1,https://www.rugbyleagueproject.org/matches/118505,Rugby League Project venue row; listed venue = Allianz Stadium
37,Rugby League: Sydney v Cronulla,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-07-05,,,,,,,Rugby League Project,National Youth Competition 2014,Round 17,Sydney,Cronulla,34.0,16.0,Sydney 34 - 16 Cronulla,2014,7,5,Saturday,,,1,https://www.rugbyleagueproject.org/matches/118523,Rugby League Project venue row; listed venue = Allianz Stadium
38,Rugby League: Newtown v Penrith,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-07-19,,,,,,,Rugby League Project,NSW Cup 2014,Round 19,Newtown,Penrith,31.0,30.0,Newtown 31 - 30 Penrith,2014,7,19,Saturday,,,1,https://www.rugbyleagueproject.org/matches/63196,Rugby League Project venue row; listed venue = Allianz Stadium
39,Rugby League: Sydney v Penrith,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-07-19,,,,,,,Rugby League Project,National Youth Competition 2014,Round 19,Sydney,Penrith,32.0,18.0,Sydney 32 - 18 Penrith,2014,7,19,Saturday,,,1,https://www.rugbyleagueproject.org/matches/118534,Rugby League Project venue row; listed venue = Allianz Stadium
40,Rugby League: Sydney v St Geo Illa,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-08-02,,,,,,,Rugby League Project,National Youth Competition 2014,Round 21,Sydney,St Geo Illa,20.0,22.0,Sydney 20 - 22 St Geo Illa,2014,8,2,Saturday,,,1,https://www.rugbyleagueproject.org/matches/118554,Rugby League Project venue row; listed venue = Allianz Stadium
41,Rugby League: Sydney v Gold Coast,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-08-11,,,,,,,Rugby League Project,National Youth Competition 2014,Round 22,Sydney,Gold Coast,46.0,16.0,Sydney 46 - 16 Gold Coast,2014,8,11,Monday,,,0,https://www.rugbyleagueproject.org/matches/118563,Rugby League Project venue row; listed venue = Allianz Stadium
42,Rugby League: Sydney v Melbourne,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-08-30,,,,,13879.0,reported_crowd,Rugby League Project,NRL Premiership 2014,Round 25,Sydney,Melbourne,24.0,12.0,Sydney 24 - 12 Melbourne,2014,8,30,Saturday,,,1,https://www.rugbyleagueproject.org/matches/29522,Rugby League Project venue row; listed venue = Allianz Stadium
43,Rugby League: Sydney v South Sydney,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-09-04,,,,,,,Rugby League Project,National Youth Competition 2014,Round 26,Sydney,South Sydney,22.0,24.0,Sydney 22 - 24 South Sydney,2014,9,4,Thursday,,,0,https://www.rugbyleagueproject.org/matches/118588,Rugby League Project venue row; listed venue = Allianz Stadium
44,Hot Potato Band,Sydney Football Stadium / Allianz Stadium,concert,concert,concert/performance,2014-09-12,,,,,,,setlist.fm,,,,,,,,2014,9,12,Friday,,,0,https://www.setlist.fm/venue/allianz-stadium-sydney-australia-6bd4f23e.html?page=3,setlist.fm venue listing; attendance usually unavailable
45,Rugby League: Manly v South Sydney,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-09-12,,,,,25733.0,reported_crowd,Rugby League Project,NRL Premiership 2014,Qualif Final,Manly,South Sydney,24.0,40.0,Manly 24 - 40 South Sydney,2014,9,12,Friday,,,0,https://www.rugbyleagueproject.org/matches/29735,Rugby League Project venue row; listed venue = Allianz Stadium
46,Rugby League: Wests Tigers v South Sydney,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-09-12,,,,,,,Rugby League Project,National Youth Competition 2014,Quarter Final,Wests Tigers,South Sydney,28.0,24.0,Wests Tigers 28 - 24 South Sydney,2014,9,12,Friday,,,0,https://www.rugbyleagueproject.org/matches/118596,Rugby League Project venue row; listed venue = Allianz Stadium
47,Hot Potato Band,Sydney Football Stadium / Allianz Stadium,concert,concert,concert/performance,2014-09-13,,,,,,,setlist.fm,,,,,,,,2014,9,13,Saturday,,,1,https://www.setlist.fm/venue/allianz-stadium-sydney-australia-6bd4f23e.html?page=3,setlist.fm venue listing; attendance usually unavailable
48,Rugby League: Newcastle v St Geo Illa,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-09-13,,,,,,,Rugby League Project,National Youth Competition 2014,Quarter Final,Newcastle,St Geo Illa,22.0,30.0,Newcastle 22 - 30 St Geo Illa,2014,9,13,Saturday,,,1,https://www.rugbyleagueproject.org/matches/118597,Rugby League Project venue row; listed venue = Allianz Stadium
49,Rugby League: Sydney v Penrith,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-09-13,,,,,23449.0,reported_crowd,Rugby League Project,NRL Premiership 2014,Qualif Final,Sydney,Penrith,18.0,19.0,Sydney 18 - 19 Penrith,2014,9,13,Saturday,,,1,https://www.rugbyleagueproject.org/matches/29736,Rugby League Project venue row; listed venue = Allianz Stadium
50,Rugby League: Sydney v Warriors,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-09-13,,,,,,,Rugby League Project,National Youth Competition 2014,Quarter Final,Sydney,Warriors,30.0,44.0,Sydney 30 - 44 Warriors,2014,9,13,Saturday,,,1,https://www.rugbyleagueproject.org/matches/118598,Rugby League Project venue row; listed venue = Allianz Stadium
51,Rugby League: Brisbane v Wests Tigers,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-09-19,,,,,,,Rugby League Project,National Youth Competition 2014,Semi Final,Brisbane,Wests Tigers,42.0,18.0,Brisbane 42 - 18 Wests Tigers,2014,9,19,Friday,,,0,https://www.rugbyleagueproject.org/matches/118600,Rugby League Project venue row; listed venue = Allianz Stadium
52,Rugby League: Sydney v North Qld,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-09-19,,,,,18355.0,reported_crowd,Rugby League Project,NRL Premiership 2014,Semi Final,Sydney,North Qld,31.0,30.0,Sydney 31 - 30 North Qld,2014,9,19,Friday,,,0,https://www.rugbyleagueproject.org/matches/29738,Rugby League Project venue row; listed venue = Allianz Stadium
53,Rugby League: Manly v Canterbury,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-09-20,,,,,28186.0,reported_crowd,Rugby League Project,NRL Premiership 2014,Semi Final,Manly,Canterbury,17.0,18.0,Manly 17 - 18 Canterbury,2014,9,20,Saturday,,,1,https://www.rugbyleagueproject.org/matches/29739,Rugby League Project venue row; listed venue = Allianz Stadium
54,Rugby League: Newcastle v Warriors,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-09-20,,,,,,,Rugby League Project,National Youth Competition 2014,Semi Final,Newcastle,Warriors,16.0,23.0,Newcastle 16 - 23 Warriors,2014,9,20,Saturday,,,1,https://www.rugbyleagueproject.org/matches/118601,Rugby League Project venue row; listed venue = Allianz Stadium
55,Rugby League: Penrith v Newcastle,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2014-09-28,,,,,3258.0,reported_crowd,Rugby League Project,NSW Cup 2014,Grand Final,Penrith,Newcastle,48.0,12.0,Penrith 48 - 12 Newcastle,2014,9,28,Sunday,,,1,https://www.rugbyleagueproject.org/matches/63250,Rugby League Project venue row; listed venue = Allianz Stadium
56,McBusted,Sydney Football Stadium / Allianz Stadium,concert,concert,concert/performance,2015-02-07,,,,,,,setlist.fm,,,,,,,,2015,2,7,Saturday,,,1,https://www.setlist.fm/venue/allianz-stadium-sydney-australia-6bd4f23e.html?page=3,setlist.fm venue listing; attendance usually unavailable
57,One Direction,Sydney Football Stadium / Allianz Stadium,concert,concert,concert/performance,2015-02-07,,,,,,,setlist.fm,,,,,,,,2015,2,7,Saturday,,,1,https://www.setlist.fm/venue/allianz-stadium-sydney-australia-6bd4f23e.html?page=3,setlist.fm venue listing; attendance usually unavailable
58,Samantha Jade,Sydney Football Stadium / Allianz Stadium,concert,concert,concert/performance,2015-02-07,,,,,,,setlist.fm,,,,,,,,2015,2,7,Saturday,,,1,https://www.setlist.fm/venue/allianz-stadium-sydney-australia-6bd4f23e.html?page=3,setlist.fm venue listing; attendance usually unavailable
59,McBusted,Sydney Football Stadium / Allianz Stadium,concert,concert,concert/performance,2015-02-08,,,,,,,setlist.fm,,,,,,,,2015,2,8,Sunday,,,1,https://www.setlist.fm/venue/allianz-stadium-sydney-australia-6bd4f23e.html?page=2,setlist.fm venue listing; attendance usually unavailable
60,One Direction,Sydney Football Stadium / Allianz Stadium,concert,concert,concert/performance,2015-02-08,,,,,,,setlist.fm,,,,,,,,2015,2,8,Sunday,,,1,https://www.setlist.fm/venue/allianz-stadium-sydney-australia-6bd4f23e.html?page=2,setlist.fm venue listing; attendance usually unavailable
61,Samantha Jade,Sydney Football Stadium / Allianz Stadium,concert,concert,concert/performance,2015-02-08,,,,,,,setlist.fm,,,,,,,,2015,2,8,Sunday,,,1,https://www.setlist.fm/venue/allianz-stadium-sydney-australia-6bd4f23e.html?page=2,setlist.fm venue listing; attendance usually unavailable
62,Rugby League: Sydney v Penrith,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2015-03-23,,,,,,,Rugby League Project,National Youth Competition 2015,Round 3,Sydney,Penrith,18.0,28.0,Sydney 18 - 28 Penrith,2015,3,23,Monday,,,0,https://www.rugbyleagueproject.org/matches/118628,Rugby League Project venue row; listed venue = Allianz Stadium
63,Rugby League: Sydney v Canberra,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2015-03-29,,,,,,,Rugby League Project,National Youth Competition 2015,Round 4,Sydney,Canberra,46.0,16.0,Sydney 46 - 16 Canberra,2015,3,29,Sunday,,,1,https://www.rugbyleagueproject.org/matches/118636,Rugby League Project venue row; listed venue = Allianz Stadium
64,Rugby League: Sydney v Cronulla,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2015-04-05,,,,,,,Rugby League Project,National Youth Competition 2015,Round 5,Sydney,Cronulla,68.0,6.0,Sydney 68 - 6 Cronulla,2015,4,5,Sunday,,,1,https://www.rugbyleagueproject.org/matches/118641,Rugby League Project venue row; listed venue = Allianz Stadium
65,Rugby League: Sydney v St Geo Illa,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2015-04-25,,,,,,,Rugby League Project,National Youth Competition 2015,Round 8,Sydney,St Geo Illa,50.0,14.0,Sydney 50 - 14 St Geo Illa,2015,4,25,Saturday,,,1,https://www.rugbyleagueproject.org/matches/118664,Rugby League Project venue row; listed venue = Allianz Stadium
66,Rugby League: Sydney v Wests Tigers,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2015-05-08,,,,,,,Rugby League Project,National Youth Competition 2015,Round 9,Sydney,Wests Tigers,38.0,28.0,Sydney 38 - 28 Wests Tigers,2015,5,8,Friday,,,0,https://www.rugbyleagueproject.org/matches/118670,Rugby League Project venue row; listed venue = Allianz Stadium
67,Rugby League: Sydney v Melbourne,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2015-06-01,,,,,,,Rugby League Project,National Youth Competition 2015,Round 12,Sydney,Melbourne,38.0,29.0,Sydney 38 - 29 Melbourne,2015,6,1,Monday,,,0,https://www.rugbyleagueproject.org/matches/118695,Rugby League Project venue row; listed venue = Allianz Stadium
68,Rugby League: St Geo Illa v Sydney,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2015-06-22,,,,,,,Rugby League Project,National Youth Competition 2015,Round 15,St Geo Illa,Sydney,34.0,12.0,St Geo Illa 34 - 12 Sydney,2015,6,22,Monday,,,0,https://www.rugbyleagueproject.org/matches/118714,Rugby League Project venue row; listed venue = Allianz Stadium
69,Rugby League: Sydney v Warriors,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2015-07-19,,,,,,,Rugby League Project,National Youth Competition 2015,Round 19,Sydney,Warriors,20.0,42.0,Sydney 20 - 42 Warriors,2015,7,19,Sunday,,,1,https://www.rugbyleagueproject.org/matches/118739,Rugby League Project venue row; listed venue = Allianz Stadium
70,Rugby League: Sydney v Canterbury,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2015-07-31,,,,,,,Rugby League Project,National Youth Competition 2015,Round 21,Sydney,Canterbury,30.0,26.0,Sydney 30 - 26 Canterbury,2015,7,31,Friday,,,0,https://www.rugbyleagueproject.org/matches/118750,Rugby League Project venue row; listed venue = Allianz Stadium
71,Rugby League: Sydney v Parramatta,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2015-08-15,,,,,,,Rugby League Project,National Youth Competition 2015,Round 23,Sydney,Parramatta,38.0,26.0,Sydney 38 - 26 Parramatta,2015,8,15,Saturday,,,1,https://www.rugbyleagueproject.org/matches/118770,Rugby League Project venue row; listed venue = Allianz Stadium
72,Rugby League: Sydney v Brisbane,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2015-08-22,,,,,,,Rugby League Project,National Youth Competition 2015,Round 24,Sydney,Brisbane,16.0,24.0,Sydney 16 - 24 Brisbane,2015,8,22,Saturday,,,1,https://www.rugbyleagueproject.org/matches/118777,Rugby League Project venue row; listed venue = Allianz Stadium
73,Rugby League: South Sydney v Brisbane,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2015-08-27,,,,,,,Rugby League Project,National Youth Competition 2015,Round 25,South Sydney,Brisbane,26.0,24.0,South Sydney 26 - 24 Brisbane,2015,8,27,Thursday,,,0,https://www.rugbyleagueproject.org/matches/118781,Rugby League Project venue row; listed venue = Allianz Stadium
74,Rugby League: Sydney v South Sydney,Sydney Football Stadium / Allianz Stadium,rugby_league,sport,rugby league,2015-09-04,,,,,,,Rugby League Project,National Youth Competition 2015,Round 26,Sydney,South Sydney,22.0,22.0,Sydney 22 - 22 South Sydney,2015,9,4,Friday,,,0,https://www.rugbyleagueproject.org/matches/118790,Rugby League Project venue row; listed venue = Allianz Stadium
